,Unnamed: 0,text,state,date,star,hp_data
4423,719,It's really awesome,"Certified Buyer, Hyderabad",8 months ago,4,"LG 8.5 kg 5 Star with Roller Jet Pulsator with Soak, Wind Jet Dry and Collar Scrubber Semi Automatic Top Load Washing Machine Maroon, White  (P8530SRAZ)"
4424,720,Superb,"Certified Buyer, Gorakhpur District",8 months ago,4,"LG 8.5 kg 5 Star with Roller Jet Pulsator with Soak, Wind Jet Dry and Collar Scrubber Semi Automatic Top Load Washing Machine Maroon, White  (P8530SRAZ)"
4425,721,Good,"Certified Buyer, Walajapet",8 months ago,4,"LG 8.5 kg 5 Star with Roller Jet Pulsator with Soak, Wind Jet Dry and Collar Scrubber Semi Automatic Top Load Washing Machine Maroon, White  (P8530SRAZ)"
4426,722,"One month review, good purchase. Compact. Full plastic body. The washing tub doesn't feel 8. 5 KG. My old 6.5 KG LG washing m/c served me for 15 years without complain, was a metal body and felt bigger then the present 8.5 KG.","Certified Buyer, Jabalpur",8 months ago,4,"LG 8.5 kg 5 Star with Roller Jet Pulsator with Soak, Wind Jet Dry and Collar Scrubber Semi Automatic Top Load Washing Machine Maroon, White  (P8530SRAZ)"
4427,723,Good,"Certified Buyer, Hathin",9 months ago,4,"LG 8.5 kg 5 Star with Roller Jet Pulsator with Soak, Wind Jet Dry and Collar Scrubber Semi Automatic Top Load Washing Machine Maroon, White  (P8530SRAZ)"
4428,724,Nyc,"Certified Buyer, Chamba",9 months ago,4,"LG 8.5 kg 5 Star with Roller Jet Pulsator with Soak, Wind Jet Dry and Collar Scrubber Semi Automatic Top Load Washing Machine Maroon, White  (P8530SRAZ)"
4429,725,Best Products this Price,"Certified Buyer, Hamirpur District",9 months ago,4,"LG 8.5 kg 5 Star with Roller Jet Pulsator with Soak, Wind Jet Dry and Collar Scrubber Semi Automatic Top Load Washing Machine Maroon, White  (P8530SRAZ)"
4430,726,"Product is good, delivery time took almost 2 weeks .","Certified Buyer, Bhiwandi",9 months ago,4,"LG 8.5 kg 5 Star with Roller Jet Pulsator with Soak, Wind Jet Dry and Collar Scrubber Semi Automatic Top Load Washing Machine Maroon, White  (P8530SRAZ)"
4431,727,Super my LG Life is Good (NBS),"Certified Buyer, Bengaluru",9 months ago,4,"LG 8.5 kg 5 Star with Roller Jet Pulsator with Soak, Wind Jet Dry and Collar Scrubber Semi Automatic Top Load Washing Machine Maroon, White  (P8530SRAZ)"
4432,728,Product is good but the delivery boy behavior is very bad,"Certified Buyer, Lucknow",9 months ago,4,"LG 8.5 kg 5 Star with Roller Jet Pulsator with Soak, Wind Jet Dry and Collar Scrubber Semi Automatic Top Load Washing Machine Maroon, White  (P8530SRAZ)"
4433,729,Nice 👍,"Certified Buyer, Manesar",9 months ago,4,"LG 8.5 kg 5 Star with Roller Jet Pulsator with Soak, Wind Jet Dry and Collar Scrubber Semi Automatic Top Load Washing Machine Maroon, White  (P8530SRAZ)"
4434,730,Good,"Certified Buyer, Bhatapara",10 months ago,4,"LG 8.5 kg 5 Star with Roller Jet Pulsator with Soak, Wind Jet Dry and Collar Scrubber Semi Automatic Top Load Washing Machine Maroon, White  (P8530SRAZ)"
4435,731,Very good,"Certified Buyer, Belpahar",10 months ago,4,"LG 8.5 kg 5 Star with Roller Jet Pulsator with Soak, Wind Jet Dry and Collar Scrubber Semi Automatic Top Load Washing Machine Maroon, White  (P8530SRAZ)"
4436,732,Very good product. Thanks to flipcart.,"Certified Buyer, Chennai",10 months ago,4,"LG 8.5 kg 5 Star with Roller Jet Pulsator with Soak, Wind Jet Dry and Collar Scrubber Semi Automatic Top Load Washing Machine Maroon, White  (P8530SRAZ)"
4437,733,Good,"Certified Buyer, Kangra District",10 months ago,4,"LG 8.5 kg 5 Star with Roller Jet Pulsator with Soak, Wind Jet Dry and Collar Scrubber Semi Automatic Top Load Washing Machine Maroon, White  (P8530SRAZ)"
4438,734,Product is very good I have bought it in Flipkart big billion days . Performance is too good but it's functions button need improvement. All is good,"Certified Buyer, Kanpur",10 months ago,4,"LG 8.5 kg 5 Star with Roller Jet Pulsator with Soak, Wind Jet Dry and Collar Scrubber Semi Automatic Top Load Washing Machine Maroon, White  (P8530SRAZ)"
4439,735,Not good as expected...washing not goo,"Certified Buyer, Hyderabad",1 month ago,1,"LG 6.5 kg 5 Star with Steam, Inverter Direct Drive, 6 Motion Direct Drive, Touch Panel, 1000 RPM Fully Automatic Front Load Washing Machine with In-built Heater White  (FHM1065SDW)"
4440,736,many features are missing especially 60 min extreme program..which is basic..,"Certified Buyer, Lucknow",5 months ago,1,"LG 6.5 kg 5 Star with Steam, Inverter Direct Drive, 6 Motion Direct Drive, Touch Panel, 1000 RPM Fully Automatic Front Load Washing Machine with In-built Heater White  (FHM1065SDW)"
4441,737,Don't buy this,"Certified Buyer, Raniganj",9 months ago,1,"LG 6.5 kg 5 Star with Steam, Inverter Direct Drive, 6 Motion Direct Drive, Touch Panel, 1000 RPM Fully Automatic Front Load Washing Machine with In-built Heater White  (FHM1065SDW)"
4442,738,"Vibrations, machinei is moving a lot. stains are not cleaned properly.. Bad experience with LG appliances","Certified Buyer, Bangalore",9 months ago,1,"LG 6.5 kg 5 Star with Steam, Inverter Direct Drive, 6 Motion Direct Drive, Touch Panel, 1000 RPM Fully Automatic Front Load Washing Machine with In-built Heater White  (FHM1065SDW)"
4443,739,"Water inlet valve problem . In new machine?.
Not satisfactory...","Certified Buyer, Gudalur Coimbatore District",10 months ago,1,"LG 6.5 kg 5 Star with Steam, Inverter Direct Drive, 6 Motion Direct Drive, Touch Panel, 1000 RPM Fully Automatic Front Load Washing Machine with In-built Heater White  (FHM1065SDW)"
4444,740,Same here filpkart very very poor quality west of money don't buy any purduct please 🙏 don't buy,"Certified Buyer, Ahmedabad",11 months ago,1,"LG 6.5 kg 5 Star with Steam, Inverter Direct Drive, 6 Motion Direct Drive, Touch Panel, 1000 RPM Fully Automatic Front Load Washing Machine with In-built Heater White  (FHM1065SDW)"
4445,741,It's giving shock while putting clothes in to washing machine,"Certified Buyer, Golugonda","Apr, 2023",1,"LG 6.5 kg 5 Star with Steam, Inverter Direct Drive, 6 Motion Direct Drive, Touch Panel, 1000 RPM Fully Automatic Front Load Washing Machine with In-built Heater White  (FHM1065SDW)"
4446,742,The door locking has some problem. It needs a long time press to display the lock key,"Certified Buyer, Tiruchirappalli","Mar, 2023",1,"LG 6.5 kg 5 Star with Steam, Inverter Direct Drive, 6 Motion Direct Drive, Touch Panel, 1000 RPM Fully Automatic Front Load Washing Machine with In-built Heater White  (FHM1065SDW)"
4447,743,Worst,"Certified Buyer, Bengaluru","Feb, 2023",1,"LG 6.5 kg 5 Star with Steam, Inverter Direct Drive, 6 Motion Direct Drive, Touch Panel, 1000 RPM Fully Automatic Front Load Washing Machine with In-built Heater White  (FHM1065SDW)"
4448,744,"Worst experience, many issue created within 6 month,","Certified Buyer, Bharatpur","Jan, 2023",1,"LG 6.5 kg 5 Star with Steam, Inverter Direct Drive, 6 Motion Direct Drive, Touch Panel, 1000 RPM Fully Automatic Front Load Washing Machine with In-built Heater White  (FHM1065SDW)"
4449,745,Good ra,"Certified Buyer, Hyderabad","Jan, 2023",1,"LG 6.5 kg 5 Star with Steam, Inverter Direct Drive, 6 Motion Direct Drive, Touch Panel, 1000 RPM Fully Automatic Front Load Washing Machine with In-built Heater White  (FHM1065SDW)"
4450,746,"Sometimes spins is not working. It is showing 1:20 mins but wash is not completing even it runs for more than 3 hours.
Even timer is not reducing, sometime stuck at 20 mins, 16 mins and 8 mins like that.

Dont go to this product....","Certified Buyer, Hyderabad","Nov, 2022",1,"LG 6.5 kg 5 Star with Steam, Inverter Direct Drive, 6 Motion Direct Drive, Touch Panel, 1000 RPM Fully Automatic Front Load Washing Machine with In-built Heater White  (FHM1065SDW)"
4451,747,"Waste of money , it is taking a lot of time for duing function ,more than the time alotted","Certified Buyer, Jabalpur","Oct, 2022",1,"LG 6.5 kg 5 Star with Steam, Inverter Direct Drive, 6 Motion Direct Drive, Touch Panel, 1000 RPM Fully Automatic Front Load Washing Machine with In-built Heater White  (FHM1065SDW)"
4452,748,I cannot pursue more regarding returning this product..my wife leg fracture due to which I bought this and my old Machine is also exchanged..I have no option but to cancel the return and start using it.. Total Hopelessness,"Certified Buyer, New Delhi","Oct, 2022",1,"LG 6.5 kg 5 Star with Steam, Inverter Direct Drive, 6 Motion Direct Drive, Touch Panel, 1000 RPM Fully Automatic Front Load Washing Machine with In-built Heater White  (FHM1065SDW)"
4453,749,Very bad for daily use. It's take so much time 1:30 for washing nd not dry 70%. It's very bad. Don't buy it. We don't do anything for washing time.,"Certified Buyer, Deesa","Jul, 2022",1,"LG 6.5 kg 5 Star with Steam, Inverter Direct Drive, 6 Motion Direct Drive, Touch Panel, 1000 RPM Fully Automatic Front Load Washing Machine with In-built Heater White  (FHM1065SDW)"
4454,750,It's good machine but installation and demo team is not good they delay so much to install,"Certified Buyer, Nainpur","Apr, 2022",1,"LG 6.5 kg 5 Star with Steam, Inverter Direct Drive, 6 Motion Direct Drive, Touch Panel, 1000 RPM Fully Automatic Front Load Washing Machine with In-built Heater White  (FHM1065SDW)"
4455,751,"Steam option you can not use
Water temperature you can not set
Both options are only to make customer fool..","Certified Buyer, Kachchh District","Apr, 2022",2,"LG 6.5 kg 5 Star with Steam, Inverter Direct Drive, 6 Motion Direct Drive, Touch Panel, 1000 RPM Fully Automatic Front Load Washing Machine with In-built Heater White  (FHM1065SDW)"
4456,752,PCB Board problem in the washing machine,"Certified Buyer, Coimbatore","May, 2023",2,"LG 6.5 kg 5 Star with Steam, Inverter Direct Drive, 6 Motion Direct Drive, Touch Panel, 1000 RPM Fully Automatic Front Load Washing Machine with In-built Heater White  (FHM1065SDW)"
4457,753,"Comfort input into machine was worst, worst design.
Due to this design comfort is not going into machine , no use even after cleaning the comfort clots multiple times","Certified Buyer, Hyderabad","Apr, 2023",2,"LG 6.5 kg 5 Star with Steam, Inverter Direct Drive, 6 Motion Direct Drive, Touch Panel, 1000 RPM Fully Automatic Front Load Washing Machine with In-built Heater White  (FHM1065SDW)"
4458,754,Working is slow,"Certified Buyer, Visakhapatnam District","Oct, 2022",2,"LG 6.5 kg 5 Star with Steam, Inverter Direct Drive, 6 Motion Direct Drive, Touch Panel, 1000 RPM Fully Automatic Front Load Washing Machine with In-built Heater White  (FHM1065SDW)"
4459,755,"Drum size reduced. Steam Function only restricted to Baby Care wash, this feature given by the company very half-heartedly AND not disclosed fully in product description pre-sales! Smart Diagnose feature not explained by the Installer/Demo technician, when asked then stated to be a Corona/Covid time feature, not really required now!! Displayed Time Completion of wash load overshoots the time in reality.","Certified Buyer, Delhi","Apr, 2023",3,"LG 6.5 kg 5 Star with Steam, Inverter Direct Drive, 6 Motion Direct Drive, Touch Panel, 1000 RPM Fully Automatic Front Load Washing Machine with In-built Heater White  (FHM1065SDW)"
4460,756,"I have upgraded from semi automatic to this, but not happy, because if your clothes are dirty enough than with using surf or arial liquid detergent they remain dirty, but in semi automatic, we can wash 2 times in same detergent to clean clothes. But in this machine it is not possible.","Certified Buyer, Allahabad","Apr, 2022",3,"LG 6.5 kg 5 Star with Steam, Inverter Direct Drive, 6 Motion Direct Drive, Touch Panel, 1000 RPM Fully Automatic Front Load Washing Machine with In-built Heater White  (FHM1065SDW)"
4461,757,Over all machine is ok but washing time is very late minimum 1 hour or 1 and 50 our and machine noice sound is high,"Certified Buyer, Komaram Bheem Asifabad District",8 months ago,3,"LG 6.5 kg 5 Star with Steam, Inverter Direct Drive, 6 Motion Direct Drive, Touch Panel, 1000 RPM Fully Automatic Front Load Washing Machine with In-built Heater White  (FHM1065SDW)"
4462,758,"Product is good

But stains were found on the below of the machine","Certified Buyer, Chennai","Oct, 2022",3,"LG 6.5 kg 5 Star with Steam, Inverter Direct Drive, 6 Motion Direct Drive, Touch Panel, 1000 RPM Fully Automatic Front Load Washing Machine with In-built Heater White  (FHM1065SDW)"
4463,759,Good,"Certified Buyer, Salem","Aug, 2022",3,"LG 6.5 kg 5 Star with Steam, Inverter Direct Drive, 6 Motion Direct Drive, Touch Panel, 1000 RPM Fully Automatic Front Load Washing Machine with In-built Heater White  (FHM1065SDW)"
4464,760,Ok,"Certified Buyer, Jsw Steel Plant Township",2 months ago,3,"LG 6.5 kg 5 Star with Steam, Inverter Direct Drive, 6 Motion Direct Drive, Touch Panel, 1000 RPM Fully Automatic Front Load Washing Machine with In-built Heater White  (FHM1065SDW)"
4465,761,Very noisy when it spins faster,"Certified Buyer, Bhimavaram",8 months ago,3,"LG 6.5 kg 5 Star with Steam, Inverter Direct Drive, 6 Motion Direct Drive, Touch Panel, 1000 RPM Fully Automatic Front Load Washing Machine with In-built Heater White  (FHM1065SDW)"
4466,762,It's ok,"Certified Buyer, Warora",9 months ago,3,"LG 6.5 kg 5 Star with Steam, Inverter Direct Drive, 6 Motion Direct Drive, Touch Panel, 1000 RPM Fully Automatic Front Load Washing Machine with In-built Heater White  (FHM1065SDW)"
4467,763,Getting heavy vibration,"Certified Buyer, Bengaluru",11 months ago,3,"LG 6.5 kg 5 Star with Steam, Inverter Direct Drive, 6 Motion Direct Drive, Touch Panel, 1000 RPM Fully Automatic Front Load Washing Machine with In-built Heater White  (FHM1065SDW)"
4468,764,Very disappointed,"Certified Buyer, Jhajha","Mar, 2023",3,"LG 6.5 kg 5 Star with Steam, Inverter Direct Drive, 6 Motion Direct Drive, Touch Panel, 1000 RPM Fully Automatic Front Load Washing Machine with In-built Heater White  (FHM1065SDW)"
4469,765,"This is worst product we have ever bought.
It takes too long to get start.
We bought it for convince but really fed up with its operating system.","Certified Buyer, Ludhiana","Feb, 2023",3,"LG 6.5 kg 5 Star with Steam, Inverter Direct Drive, 6 Motion Direct Drive, Touch Panel, 1000 RPM Fully Automatic Front Load Washing Machine with In-built Heater White  (FHM1065SDW)"
4470,766,Ok ok,"Certified Buyer, Kanpur","Nov, 2022",3,"LG 6.5 kg 5 Star with Steam, Inverter Direct Drive, 6 Motion Direct Drive, Touch Panel, 1000 RPM Fully Automatic Front Load Washing Machine with In-built Heater White  (FHM1065SDW)"
4471,767,Value for money,"Certified Buyer, Noida","Oct, 2022",3,"LG 6.5 kg 5 Star with Steam, Inverter Direct Drive, 6 Motion Direct Drive, Touch Panel, 1000 RPM Fully Automatic Front Load Washing Machine with In-built Heater White  (FHM1065SDW)"
4472,768,While drying it makes noise,"Certified Buyer, Bengaluru","Aug, 2022",3,"LG 6.5 kg 5 Star with Steam, Inverter Direct Drive, 6 Motion Direct Drive, Touch Panel, 1000 RPM Fully Automatic Front Load Washing Machine with In-built Heater White  (FHM1065SDW)"
4473,769,Machine is not working.... better to by from local shop not from flipkart,"Certified Buyer, Shahdol","Aug, 2022",3,"LG 6.5 kg 5 Star with Steam, Inverter Direct Drive, 6 Motion Direct Drive, Touch Panel, 1000 RPM Fully Automatic Front Load Washing Machine with In-built Heater White  (FHM1065SDW)"
4474,770,"Very small drum , looks like 4 kg , but i bought 6.5 kg ,not sufficient for 4 member family,, plz buy 8kg if you want LG brand machine, others brand Drum is normal size but this is small

But performance wise it's good , and water saving also
Use ariel washing powder for best washing","Certified Buyer, Alwar","Jul, 2022",3,"LG 6.5 kg 5 Star with Steam, Inverter Direct Drive, 6 Motion Direct Drive, Touch Panel, 1000 RPM Fully Automatic Front Load Washing Machine with In-built Heater White  (FHM1065SDW)"
4475,771,Loads less quantity of clothes,"Certified Buyer, Hyderabad","Jun, 2022",3,"LG 6.5 kg 5 Star with Steam, Inverter Direct Drive, 6 Motion Direct Drive, Touch Panel, 1000 RPM Fully Automatic Front Load Washing Machine with In-built Heater White  (FHM1065SDW)"
4476,772,nice,"Certified Buyer, Boothipuram","Aug, 2022",4,"LG 6.5 kg 5 Star with Steam, Inverter Direct Drive, 6 Motion Direct Drive, Touch Panel, 1000 RPM Fully Automatic Front Load Washing Machine with In-built Heater White  (FHM1065SDW)"
4477,773,"LG washing machine is working good, very easy it's operating .I like it","Certified Buyer, Baripada","Oct, 2022",4,"LG 6.5 kg 5 Star with Steam, Inverter Direct Drive, 6 Motion Direct Drive, Touch Panel, 1000 RPM Fully Automatic Front Load Washing Machine with In-built Heater White  (FHM1065SDW)"
4478,774,"The product got delivered within 48hours and installation also got done on the same day itself! I am highly impressed by LG services.
We have washed clothes just once yet and everything seemed fine to us. Pretty happy with the product, delivery and installation. Better will be known with more usage.
Also, the drum is small so only 12-13 clothes can be washed at once.","Certified Buyer, Bhopal","Oct, 2022",4,"LG 6.5 kg 5 Star with Steam, Inverter Direct Drive, 6 Motion Direct Drive, Touch Panel, 1000 RPM Fully Automatic Front Load Washing Machine with In-built Heater White  (FHM1065SDW)"
4479,775,It s good value for money,"Certified Buyer, Pandavapura","Jul, 2023",4,"LG 6.5 kg 5 Star with Steam, Inverter Direct Drive, 6 Motion Direct Drive, Touch Panel, 1000 RPM Fully Automatic Front Load Washing Machine with In-built Heater White  (FHM1065SDW)"
