,Unnamed: 0,text,state,date,star,hp_data
245,245,"I am reviewing after using this AC for ~6 months. It is not like LG's old ACs.
It takes too much time for cooling even 12x10 room. I registered compain to LG and their technician also accepted that this AC takes time to cool.
My neighbour's 1 ton AC cools room faster than this AC.
Other issue is remote is without light in display. so in the night it creates problem.","Certified Buyer, Ahmedabad",2 months ago,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1 Ton 3 Star Split Inverter 2 Way Swing, HD Filter with Anti-Virus Protection with VIRAAT Mode & ADC Sensor AC - White  (TS-Q12CNXE, Copper Condenser)"
246,246,Average Performance.... cooling Condition is not Sufficient in HC Position,"Certified Buyer, Vayalar",2 months ago,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1 Ton 3 Star Split Inverter 2 Way Swing, HD Filter with Anti-Virus Protection with VIRAAT Mode & ADC Sensor AC - White  (TS-Q12CNXE, Copper Condenser)"
247,247,"AC is good but installation was very poor, charged extra for outdoor unit installation, no cover taping on pipe they did like free fund job. They didn't even carried their foldable steps. Really pathetic. 3rd class installation, installed without outdoor unit side cover.","Certified Buyer, Araria",2 months ago,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1 Ton 3 Star Split Inverter 2 Way Swing, HD Filter with Anti-Virus Protection with VIRAAT Mode & ADC Sensor AC - White  (TS-Q12CNXE, Copper Condenser)"
248,248,Product is not working properly,"Certified Buyer, Moradabad",2 months ago,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1 Ton 3 Star Split Inverter 2 Way Swing, HD Filter with Anti-Virus Protection with VIRAAT Mode & ADC Sensor AC - White  (TS-Q12CNXE, Copper Condenser)"
249,249,Cooling is very low,"Certified Buyer, Amritsar",2 months ago,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1 Ton 3 Star Split Inverter 2 Way Swing, HD Filter with Anti-Virus Protection with VIRAAT Mode & ADC Sensor AC - White  (TS-Q12CNXE, Copper Condenser)"
250,250,Don't buy wastage of money it do nor provide cooling in the recommended size room. Pls don't buy it .,"Certified Buyer, Bhogpur",2 months ago,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1 Ton 3 Star Split Inverter 2 Way Swing, HD Filter with Anti-Virus Protection with VIRAAT Mode & ADC Sensor AC - White  (TS-Q12CNXE, Copper Condenser)"
251,251,Very poor and low quality products and waste of money don't buy this product very bad experience also not good customer service,"Certified Buyer, Lunkaransar",2 months ago,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1 Ton 3 Star Split Inverter 2 Way Swing, HD Filter with Anti-Virus Protection with VIRAAT Mode & ADC Sensor AC - White  (TS-Q12CNXE, Copper Condenser)"
252,252,It is very expensive in this amount,"Certified Buyer, Lormi",2 months ago,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1 Ton 3 Star Split Inverter 2 Way Swing, HD Filter with Anti-Virus Protection with VIRAAT Mode & ADC Sensor AC - White  (TS-Q12CNXE, Copper Condenser)"
253,253,Avoid buying,"Certified Buyer, Amritsar",2 months ago,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1 Ton 3 Star Split Inverter 2 Way Swing, HD Filter with Anti-Virus Protection with VIRAAT Mode & ADC Sensor AC - White  (TS-Q12CNXE, Copper Condenser)"
254,254,Waste product from LG . Customer service is very bad. Cooling is zero I raised complaint even after the cooling is not good . Done buy this product from LG,"Certified Buyer, Hyderabad",2 months ago,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1 Ton 3 Star Split Inverter 2 Way Swing, HD Filter with Anti-Virus Protection with VIRAAT Mode & ADC Sensor AC - White  (TS-Q12CNXE, Copper Condenser)"
255,255,Getting switched off automatically after 30+ minutes and water leaking problem.,"Certified Buyer, Indore",3 months ago,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1 Ton 3 Star Split Inverter 2 Way Swing, HD Filter with Anti-Virus Protection with VIRAAT Mode & ADC Sensor AC - White  (TS-Q12CNXE, Copper Condenser)"
256,256,Ac is not cooling properly.,"Certified Buyer, Yamunanagar",3 months ago,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1 Ton 3 Star Split Inverter 2 Way Swing, HD Filter with Anti-Virus Protection with VIRAAT Mode & ADC Sensor AC - White  (TS-Q12CNXE, Copper Condenser)"
257,257,Water leaking from the indoor unit after use of one month was a very bad experience .. waste of money,"Certified Buyer, Berhampur",3 months ago,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1 Ton 3 Star Split Inverter 2 Way Swing, HD Filter with Anti-Virus Protection with VIRAAT Mode & ADC Sensor AC - White  (TS-Q12CNXE, Copper Condenser)"
258,258,"Worse than a ceiling fan ,no cooling nothing ...dabba","Certified Buyer, Zirakpur",3 months ago,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1 Ton 3 Star Split Inverter 2 Way Swing, HD Filter with Anti-Virus Protection with VIRAAT Mode & ADC Sensor AC - White  (TS-Q12CNXE, Copper Condenser)"
259,259,"Very bad quality AC took so much time for cooling and very less cooling
Worst quality ac never buy any product from LG specially AC","Certified Buyer, Jaipur",3 months ago,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1 Ton 3 Star Split Inverter 2 Way Swing, HD Filter with Anti-Virus Protection with VIRAAT Mode & ADC Sensor AC - White  (TS-Q12CNXE, Copper Condenser)"
260,260,"Cooling is very very low.
Very disappointed

When I set at 19c /20c it takes approximately 4 hour to reach 25 c room temperature from 31c.
And it consumes 12 kwh ( unit) to 13 kwh power consumption. It's very high for 4 hour usages.","Certified Buyer, Rajkot District",3 months ago,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1 Ton 3 Star Split Inverter 2 Way Swing, HD Filter with Anti-Virus Protection with VIRAAT Mode & ADC Sensor AC - White  (TS-Q12CNXE, Copper Condenser)"
261,261,The product was not installed as the Jeeves Technician won't install if you don't buy AC stand and stabilizer from them. I dirc LG for installation. Cooling is not that great. You have to buy 1 Ton or above. 0.8 Ton is useless for my 90 sq.ft room.,"Certified Buyer, Chennai",3 months ago,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1 Ton 3 Star Split Inverter 2 Way Swing, HD Filter with Anti-Virus Protection with VIRAAT Mode & ADC Sensor AC - White  (TS-Q12CNXE, Copper Condenser)"
262,262,Cooling capacity is very low ..takes too much time for cooling.,"Certified Buyer, Patna",3 months ago,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1 Ton 3 Star Split Inverter 2 Way Swing, HD Filter with Anti-Virus Protection with VIRAAT Mode & ADC Sensor AC - White  (TS-Q12CNXE, Copper Condenser)"
263,263,The AI feature doesn't work,"Certified Buyer, Gorakhpur",3 months ago,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1 Ton 3 Star Split Inverter 2 Way Swing, HD Filter with Anti-Virus Protection with VIRAAT Mode & ADC Sensor AC - White  (TS-Q12CNXE, Copper Condenser)"
264,264,"Waste of money, getting complain frequently, lg customer service not supportive etc...","Certified Buyer, Gopalganj District",3 months ago,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1 Ton 3 Star Split Inverter 2 Way Swing, HD Filter with Anti-Virus Protection with VIRAAT Mode & ADC Sensor AC - White  (TS-Q12CNXE, Copper Condenser)"
265,265,"Third class AC I have purchased ever, makes too much noise while in running condition. 8 won't recommend it to buy to anyone. Utterly disappointed by its performance too.","Certified Buyer, Bharuch",3 months ago,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1 Ton 3 Star Split Inverter 2 Way Swing, HD Filter with Anti-Virus Protection with VIRAAT Mode & ADC Sensor AC - White  (TS-Q12CNXE, Copper Condenser)"
266,266,"very low cooling,next to zero cooling
poor service by jeeves of flipkart

poor service by flipkart","Certified Buyer, Hyderabad",3 months ago,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1 Ton 3 Star Split Inverter 2 Way Swing, HD Filter with Anti-Virus Protection with VIRAAT Mode & ADC Sensor AC - White  (TS-Q12CNXE, Copper Condenser)"
267,267,"Not cooling properly. And the behaviour of the technician is very bad
don't buy","Certified Buyer, Bansberia",3 months ago,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1 Ton 3 Star Split Inverter 2 Way Swing, HD Filter with Anti-Virus Protection with VIRAAT Mode & ADC Sensor AC - White  (TS-Q12CNXE, Copper Condenser)"
268,268,Wrost experience,"Certified Buyer, Jamshedpur",3 months ago,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1 Ton 3 Star Split Inverter 2 Way Swing, HD Filter with Anti-Virus Protection with VIRAAT Mode & ADC Sensor AC - White  (TS-Q12CNXE, Copper Condenser)"
269,269,"After one month i am writing this review, worst even after 30 mins the room is not getting cool and getting more noice","Certified Buyer, Ranga Reddy",3 months ago,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1 Ton 3 Star Split Inverter 2 Way Swing, HD Filter with Anti-Virus Protection with VIRAAT Mode & ADC Sensor AC - White  (TS-Q12CNXE, Copper Condenser)"
270,270,More power consumption installation not properly,"Certified Buyer, Alwar",3 months ago,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1 Ton 3 Star Split Inverter 2 Way Swing, HD Filter with Anti-Virus Protection with VIRAAT Mode & ADC Sensor AC - White  (TS-Q12CNXE, Copper Condenser)"
271,271,Very bad experience in this product..,"Certified Buyer, Udala",3 months ago,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1 Ton 3 Star Split Inverter 2 Way Swing, HD Filter with Anti-Virus Protection with VIRAAT Mode & ADC Sensor AC - White  (TS-Q12CNXE, Copper Condenser)"
272,272,Not cooling worst ac,"Certified Buyer, Kancheepuram",3 months ago,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1 Ton 3 Star Split Inverter 2 Way Swing, HD Filter with Anti-Virus Protection with VIRAAT Mode & ADC Sensor AC - White  (TS-Q12CNXE, Copper Condenser)"
273,273,"It's really bad... Even in HC mode(110%) capacity, it is not able to bring the room tem down even to 27-28 during summers...
Worst product","Certified Buyer, Muzaffarpur",3 months ago,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1 Ton 3 Star Split Inverter 2 Way Swing, HD Filter with Anti-Virus Protection with VIRAAT Mode & ADC Sensor AC - White  (TS-Q12CNXE, Copper Condenser)"
274,274,Not cooling..worst AC in this universe. I recommend never to buy LG ac.,"Certified Buyer, Patna",3 months ago,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1 Ton 3 Star Split Inverter 2 Way Swing, HD Filter with Anti-Virus Protection with VIRAAT Mode & ADC Sensor AC - White  (TS-Q12CNXE, Copper Condenser)"
275,275,"Don't buy this product. Giving review after using for 1month. Water leaking from indoor unit, cooling is very less.","Certified Buyer, Hyderabad",4 months ago,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1 Ton 3 Star Split Inverter 2 Way Swing, HD Filter with Anti-Virus Protection with VIRAAT Mode & ADC Sensor AC - White  (TS-Q12CNXE, Copper Condenser)"
276,276,"I'm writing my review of LG 1.5-ton 3-star AC after using it for one month (In April which is not a peak hot time).

1. The cooling is very poor and inefficient. If you continue running the AC for more than 4 hours in Virat Mode, you won't be able to set the room temperature below 28 C.
2. Indoor unit size is small as compared to 1.5-ton ac of other brands so It doesn't circulate air in a wide area.

I have used Voltas and Hitachi in the past and they are much better than LG. Worst AC so I ...
READ MORE","Certified Buyer, Jaipur",4 months ago,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1 Ton 3 Star Split Inverter 2 Way Swing, HD Filter with Anti-Virus Protection with VIRAAT Mode & ADC Sensor AC - White  (TS-Q12CNXE, Copper Condenser)"
277,277,Worst Experience ever.,"Certified Buyer, Kolkata",4 months ago,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1 Ton 3 Star Split Inverter 2 Way Swing, HD Filter with Anti-Virus Protection with VIRAAT Mode & ADC Sensor AC - White  (TS-Q12CNXE, Copper Condenser)"
278,278,No cooling waste of money,"Certified Buyer, Polur",4 months ago,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1 Ton 3 Star Split Inverter 2 Way Swing, HD Filter with Anti-Virus Protection with VIRAAT Mode & ADC Sensor AC - White  (TS-Q12CNXE, Copper Condenser)"
279,279,"Writing my review after using it for 1 month.
1. Lg claims about viraat mode is fake. It doesn't cool the room in viraat mode.
2. In normal mode after 15-20 minutes ac goes in the inverter mode. It again doesn't cool the room.
3. Highly unsatisfied with the product.","Certified Buyer, Jabalpur",4 months ago,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1 Ton 3 Star Split Inverter 2 Way Swing, HD Filter with Anti-Virus Protection with VIRAAT Mode & ADC Sensor AC - White  (TS-Q12CNXE, Copper Condenser)"
280,280,One of the bad purchases I made in recent times.,"Certified Buyer, Talikkulam",4 months ago,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1 Ton 3 Star Split Inverter 2 Way Swing, HD Filter with Anti-Virus Protection with VIRAAT Mode & ADC Sensor AC - White  (TS-Q12CNXE, Copper Condenser)"
281,281,Kharab quality,"Certified Buyer, Gir Somnath District",4 months ago,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1 Ton 3 Star Split Inverter 2 Way Swing, HD Filter with Anti-Virus Protection with VIRAAT Mode & ADC Sensor AC - White  (TS-Q12CNXE, Copper Condenser)"
282,282,Worst product. Waste of money. Refrain buying high value product from Flipkart,"Certified Buyer, Lucknow",4 months ago,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1 Ton 3 Star Split Inverter 2 Way Swing, HD Filter with Anti-Virus Protection with VIRAAT Mode & ADC Sensor AC - White  (TS-Q12CNXE, Copper Condenser)"
283,283,Not good,"Certified Buyer, Ghatampur",4 months ago,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1 Ton 3 Star Split Inverter 2 Way Swing, HD Filter with Anti-Virus Protection with VIRAAT Mode & ADC Sensor AC - White  (TS-Q12CNXE, Copper Condenser)"
284,284,Modrate product,"Certified Buyer, Prithvipur",4 months ago,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1 Ton 3 Star Split Inverter 2 Way Swing, HD Filter with Anti-Virus Protection with VIRAAT Mode & ADC Sensor AC - White  (TS-Q12CNXE, Copper Condenser)"
285,285,Very bad product,"Certified Buyer, Secunderabad",4 months ago,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1 Ton 3 Star Split Inverter 2 Way Swing, HD Filter with Anti-Virus Protection with VIRAAT Mode & ADC Sensor AC - White  (TS-Q12CNXE, Copper Condenser)"
286,286,"Don't buy this ac,it is not cooling from day 1.","Certified Buyer, Allahabad",4 months ago,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1 Ton 3 Star Split Inverter 2 Way Swing, HD Filter with Anti-Virus Protection with VIRAAT Mode & ADC Sensor AC - White  (TS-Q12CNXE, Copper Condenser)"
287,287,"Waste money low quality product
11x12 Room Not Cooling 2 Month use","Certified Buyer, South Twenty Four Parganas District",4 months ago,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1 Ton 3 Star Split Inverter 2 Way Swing, HD Filter with Anti-Virus Protection with VIRAAT Mode & ADC Sensor AC - White  (TS-Q12CNXE, Copper Condenser)"
288,288,Ac doer nunchi water vasthunae complant echanu vachi chusi vellaru kani problem enka clear avva ledhu service baga ledhu,"Certified Buyer, Nellore",4 months ago,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1 Ton 3 Star Split Inverter 2 Way Swing, HD Filter with Anti-Virus Protection with VIRAAT Mode & ADC Sensor AC - White  (TS-Q12CNXE, Copper Condenser)"
289,289,Very bad experience,"Certified Buyer, Bijpur",4 months ago,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1 Ton 3 Star Split Inverter 2 Way Swing, HD Filter with Anti-Virus Protection with VIRAAT Mode & ADC Sensor AC - White  (TS-Q12CNXE, Copper Condenser)"
290,290,"Ac takes too much time to cool , also if I put it on 24 room temp show 26 after running 1hr.","Certified Buyer, Mahesana",4 months ago,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1 Ton 3 Star Split Inverter 2 Way Swing, HD Filter with Anti-Virus Protection with VIRAAT Mode & ADC Sensor AC - White  (TS-Q12CNXE, Copper Condenser)"
291,291,Worst product,"Certified Buyer, Indore",4 months ago,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1 Ton 3 Star Split Inverter 2 Way Swing, HD Filter with Anti-Virus Protection with VIRAAT Mode & ADC Sensor AC - White  (TS-Q12CNXE, Copper Condenser)"
292,292,Outdoor unit noise is unbearable,"Certified Buyer, Suryapet District",4 months ago,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1 Ton 3 Star Split Inverter 2 Way Swing, HD Filter with Anti-Virus Protection with VIRAAT Mode & ADC Sensor AC - White  (TS-Q12CNXE, Copper Condenser)"
293,293,"Flipkart provides the worst customer service which I've observed these days. My AC delivered on time but they didn't have a good brand authorised partner in Hyderabad so that my installation was not done for a week which is bad. I had wasted my time and money by believing their promised date of installation everyday. If you are planning to get this one Flipkart, I would suggest not to do that.","Certified Buyer, Hyderabad",4 months ago,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1 Ton 3 Star Split Inverter 2 Way Swing, HD Filter with Anti-Virus Protection with VIRAAT Mode & ADC Sensor AC - White  (TS-Q12CNXE, Copper Condenser)"
294,294,"The product is not good, not cooling even in 16 degrees","Certified Buyer, Hyderabad",4 months ago,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1 Ton 3 Star Split Inverter 2 Way Swing, HD Filter with Anti-Virus Protection with VIRAAT Mode & ADC Sensor AC - White  (TS-Q12CNXE, Copper Condenser)"
295,295,This is not performing as per requirement and also the efficiency is not good,"Certified Buyer, Jajapur",4 months ago,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1 Ton 3 Star Split Inverter 2 Way Swing, HD Filter with Anti-Virus Protection with VIRAAT Mode & ADC Sensor AC - White  (TS-Q12CNXE, Copper Condenser)"
296,296,"Low cooling capacity and noise is very high, I'm using
Since 15 days of time","Certified Buyer, Srikakulam District",4 months ago,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1 Ton 3 Star Split Inverter 2 Way Swing, HD Filter with Anti-Virus Protection with VIRAAT Mode & ADC Sensor AC - White  (TS-Q12CNXE, Copper Condenser)"
297,297,Too much cost,"Certified Buyer, Yerraguntla",4 months ago,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1 Ton 3 Star Split Inverter 2 Way Swing, HD Filter with Anti-Virus Protection with VIRAAT Mode & ADC Sensor AC - White  (TS-Q12CNXE, Copper Condenser)"
298,298,"Not getting cooling, Blue star is best.","Certified Buyer, Proddatur",4 months ago,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1 Ton 3 Star Split Inverter 2 Way Swing, HD Filter with Anti-Virus Protection with VIRAAT Mode & ADC Sensor AC - White  (TS-Q12CNXE, Copper Condenser)"
299,299,Cooling problem and outdoor problem,"Certified Buyer, Chennai",4 months ago,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1 Ton 3 Star Split Inverter 2 Way Swing, HD Filter with Anti-Virus Protection with VIRAAT Mode & ADC Sensor AC - White  (TS-Q12CNXE, Copper Condenser)"
300,300,"Waste of money . AC not working till one month of installation. Installed by Jeeves company authorized from LG but both are blaming on one another
I request not to purchase from flipkart
As it lie there as waste of money
Junk","Certified Buyer, Alwar","May, 2023",1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.2 Ton 3 Star Split Dual Inverter 2 Way Swing, HD Filter with Anti-Virus Protection,VIRAAT Mode, Diet Mode & ADC Sensor AC - White  (TS-Q17XNXE2, Copper Condenser)"
301,301,"I purchased this LG A. C. on 17 April 23..The most horrible experience ever... My A. C. Is just not working... Even if I run it on 16 the room is hot.. I don't understand what is it .. I have an IFB ac in my hometown. It's 3 years old.. I have to wear a blanket even if I put it on 27 degree C..
But this LG AC.. I get a feeling that iv been fooled.. I'm a very nice guy.. Normally i never complain of things... But this time the experience has been really disastrous... I have problem when it ge...
READ MORE","Certified Buyer, Kalyan","Apr, 2023",1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.2 Ton 3 Star Split Dual Inverter 2 Way Swing, HD Filter with Anti-Virus Protection,VIRAAT Mode, Diet Mode & ADC Sensor AC - White  (TS-Q17XNXE2, Copper Condenser)"
302,302,"If you want to buy a white showpiece for your bedroom then go ahead otherwise BIG NO. Worst service experience. Flipkart would not accept return/exchange if you need to. The indoor unit has serious water leakage issues, so this showpiece can be used as bedside shower.","Certified Buyer, Madhyamgram","Apr, 2023",1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.2 Ton 3 Star Split Dual Inverter 2 Way Swing, HD Filter with Anti-Virus Protection,VIRAAT Mode, Diet Mode & ADC Sensor AC - White  (TS-Q17XNXE2, Copper Condenser)"
303,303,Totally waste of money. company is not refund my money as per their policy which was not mentioned during purchase. That is why i am not using this and i have put it in the store room. thanks Flipkart 🙏🙏🙏,"Certified Buyer, Charkhi Dadri","May, 2022",1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.2 Ton 3 Star Split Dual Inverter 2 Way Swing, HD Filter with Anti-Virus Protection,VIRAAT Mode, Diet Mode & ADC Sensor AC - White  (TS-Q17XNXE2, Copper Condenser)"
304,304,"This model don't have 4 way swing, it's actual ton is 1.3 because it's cooling capacity is 4400w, they are cheating us and selling it as 1.5 ton compare with other ac brands","Certified Buyer, Erode",6 months ago,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.2 Ton 3 Star Split Dual Inverter 2 Way Swing, HD Filter with Anti-Virus Protection,VIRAAT Mode, Diet Mode & ADC Sensor AC - White  (TS-Q17XNXE2, Copper Condenser)"
305,305,"Do not buy any product from Flipkart
Not cooling
Ac remote stop working within a month","Certified Buyer, Kolkata","Mar, 2022",1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.2 Ton 3 Star Split Dual Inverter 2 Way Swing, HD Filter with Anti-Virus Protection,VIRAAT Mode, Diet Mode & ADC Sensor AC - White  (TS-Q17XNXE2, Copper Condenser)"
306,306,"Worst service from flipkart and jeeves ,wrong instllation done of indoor and outdoor unit ,continuous water leakage from Indoor unit ,no service support as continously following up from day of installation ,still no positive response","Certified Buyer, Boisar","Mar, 2022",1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.2 Ton 3 Star Split Dual Inverter 2 Way Swing, HD Filter with Anti-Virus Protection,VIRAAT Mode, Diet Mode & ADC Sensor AC - White  (TS-Q17XNXE2, Copper Condenser)"
307,307,My ac is not getting temperature less than 23,"Certified Buyer, Bela Pratapgarh","Apr, 2022",1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.2 Ton 3 Star Split Dual Inverter 2 Way Swing, HD Filter with Anti-Virus Protection,VIRAAT Mode, Diet Mode & ADC Sensor AC - White  (TS-Q17XNXE2, Copper Condenser)"
308,308,Watter leek in outdoor pipe line indoor,"Certified Buyer, Tiruvallur","Apr, 2022",1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.2 Ton 3 Star Split Dual Inverter 2 Way Swing, HD Filter with Anti-Virus Protection,VIRAAT Mode, Diet Mode & ADC Sensor AC - White  (TS-Q17XNXE2, Copper Condenser)"
309,309,Third class AC very very slow cooling,"Certified Buyer, Raichur","May, 2022",1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.2 Ton 3 Star Split Dual Inverter 2 Way Swing, HD Filter with Anti-Virus Protection,VIRAAT Mode, Diet Mode & ADC Sensor AC - White  (TS-Q17XNXE2, Copper Condenser)"
310,310,Not giving cool instent cooling i m not satisfied with this product ....,"Certified Buyer, Munger","Apr, 2022",1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.2 Ton 3 Star Split Dual Inverter 2 Way Swing, HD Filter with Anti-Virus Protection,VIRAAT Mode, Diet Mode & ADC Sensor AC - White  (TS-Q17XNXE2, Copper Condenser)"
311,311,Please do not buy from here. AC is not cooling at all.,"Certified Buyer, Mainpuri","Apr, 2022",1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.2 Ton 3 Star Split Dual Inverter 2 Way Swing, HD Filter with Anti-Virus Protection,VIRAAT Mode, Diet Mode & ADC Sensor AC - White  (TS-Q17XNXE2, Copper Condenser)"
312,312,Not energy efficient. Not as per company spoken.,"Certified Buyer, Gwalior","May, 2023",1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.2 Ton 3 Star Split Dual Inverter 2 Way Swing, HD Filter with Anti-Virus Protection,VIRAAT Mode, Diet Mode & ADC Sensor AC - White  (TS-Q17XNXE2, Copper Condenser)"
313,313,"Installation not good, water lekeage issue after 10 days","Certified Buyer, Mathura District","Apr, 2022",1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.2 Ton 3 Star Split Dual Inverter 2 Way Swing, HD Filter with Anti-Virus Protection,VIRAAT Mode, Diet Mode & ADC Sensor AC - White  (TS-Q17XNXE2, Copper Condenser)"
314,314,It worked a week and cooling rate dropped drastically. May be I received the defective one.,"Certified Buyer, Hyderabad","Apr, 2022",1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.2 Ton 3 Star Split Dual Inverter 2 Way Swing, HD Filter with Anti-Virus Protection,VIRAAT Mode, Diet Mode & ADC Sensor AC - White  (TS-Q17XNXE2, Copper Condenser)"
315,315,Very bad product,"Certified Buyer, Bharthana",3 days ago,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.2 Ton 3 Star Split Dual Inverter 2 Way Swing, HD Filter with Anti-Virus Protection,VIRAAT Mode, Diet Mode & ADC Sensor AC - White  (TS-Q17XNXE2, Copper Condenser)"
316,316,Not energy seving,"Certified Buyer, Junagadh",22 days ago,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.2 Ton 3 Star Split Dual Inverter 2 Way Swing, HD Filter with Anti-Virus Protection,VIRAAT Mode, Diet Mode & ADC Sensor AC - White  (TS-Q17XNXE2, Copper Condenser)"
317,317,Plz don't buy ....it's not working,"Certified Buyer, Gorakhpur",27 days ago,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.2 Ton 3 Star Split Dual Inverter 2 Way Swing, HD Filter with Anti-Virus Protection,VIRAAT Mode, Diet Mode & ADC Sensor AC - White  (TS-Q17XNXE2, Copper Condenser)"
318,318,No cooling heavy electricity bill. Better to buy bluestar 1 tonn ac,"Certified Buyer, Hisar District",29 days ago,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.2 Ton 3 Star Split Dual Inverter 2 Way Swing, HD Filter with Anti-Virus Protection,VIRAAT Mode, Diet Mode & ADC Sensor AC - White  (TS-Q17XNXE2, Copper Condenser)"
319,319,Product is very nice but service is not that good as my AC has cooling issue and not resolved by company or installation team..also known that the LG company and installation tema was different so ensure while installing,"Certified Buyer, Panch Mahals District",29 days ago,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.2 Ton 3 Star Split Dual Inverter 2 Way Swing, HD Filter with Anti-Virus Protection,VIRAAT Mode, Diet Mode & ADC Sensor AC - White  (TS-Q17XNXE2, Copper Condenser)"
320,320,Very worst product,"Certified Buyer, Madurai",30 days ago,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.2 Ton 3 Star Split Dual Inverter 2 Way Swing, HD Filter with Anti-Virus Protection,VIRAAT Mode, Diet Mode & ADC Sensor AC - White  (TS-Q17XNXE2, Copper Condenser)"
321,321,"Not a good product and installation by service partner is worst, installation tacnician is unexperienced . Thay made my new ac into old ac. Ac is not cooling room","Certified Buyer, Firozpur",1 month ago,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.2 Ton 3 Star Split Dual Inverter 2 Way Swing, HD Filter with Anti-Virus Protection,VIRAAT Mode, Diet Mode & ADC Sensor AC - White  (TS-Q17XNXE2, Copper Condenser)"
